BOR;AN;FI;GRP;FI_EJ;REG;DEP;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;VAGUE;NAT;SIR;RS;COMPRS;NUMVOI;TYPVOI;ADRVOIENOM;COMPDist;ADRBP;ADRCPOST;ADRLIBCOM;COMINSEE;NUMTEL;ARMT
IDB;2019;550006795;02;;44;55;14;1;355;;1;0;;1;1;;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;;;;D'ANTHOUARD;;BP 20713;55100;VERDUN;55545;0329838485;
IDB;2019;560000044;02;;53;56;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER DE PLOERMEL;;;;DU ROI ARTHUR;;BP 131;56800;PLOERMEL;56165;0297732626;
IDB;2019;560000077;02;;53;56;13;1;106;;1;1;;1;1;;CENTRE HOSPITALIER DE JOSSELIN;;;;SAINT JACQUES;;;56120;JOSSELIN;56091;0297731313;
IDB;2019;560000085;02;;53;56;13;1;106;;1;0;;1;1;;HOPITAL DE BELLE ILE EN MER;;;;LA VIGNE;;LA VIGNE;56360;LE PALAIS;56152;0297314848;
IDB;2019;560000259;02;;53;56;13;1;106;;1;0;;1;1;;CH GUEMENE/SCORFF;;;;EMILE MAZE;;;56160;GUEMENE SUR SCORFF;56073;0297285151;
IDB;2019;560002032;02;;53;56;11;1;292;;1;0;;1;1;;EPSM DU MORBIHAN;;;;DE L'HOPITAL;;BP 10;56896;ST AVE CEDEX;56206;0297544949;
IDB;2019;560002222;02;;53;56;13;1;106;;1;0;;1;1;;CH DE BASSE-VILAINE;;;;DE LA PISCINE;;;56130;NIVILLAC;56147;0223101000;
IDB;2019;560002677;02;;53;56;11;1;292;;1;0;;1;1;;EPSM JEAN-MARTIN CHARCOT;;;;DE PONT SCORFF;LE TRESCOËT;B.P 47;56854;CAUDAN CEDEX;56036;0297023939;
IDB;2019;560004301;34;560000085;53;56;13;1;362;PUB9;1;0;;0;0;26560034600075;USLD CH DE BELLE ILE EN MER;;;;;;LA VIGNE;56360;LE PALAIS;56152;;
IDB;2019;560004335;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;26560005600088;HOPITAL DE JOUR CMP CATTP MENIMUR;;4;AV;EDGAR DEGAS;;;56000;VANNES;56260;;
IDB;2019;560004343;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;26560005600070;HOPITAL DE JOUR SAINT AVE;;18;R;AMPERE;;;56890;ST AVE;56206;;
IDB;2019;560004350;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;26560005600039;HOP DE JOUR CMP CATTP INFANTO LOCMINE;;;ZONE;DE KER JEAN;;;56500;LOCMINE;56117;;
IDB;2019;560004723;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;26560005600054;HOPITAL DE JOUR INFANTO PLOERMEL;;28;R;GENERAL LECLERC;;;56800;PLOERMEL;56165;;
IDB;2019;560004780;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;26560005600096;HOPITAL DE NUIT POUR ADULTES;;45;R;DE LA FONTAINE;;;56000;VANNES;56260;;
IDB;2019;560004822;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;26560026200066;HOP DE JOUR CMP CATTP KERVENANEC;;;ALL;GABRIEL LAURENT;;;56100;LORIENT;56121;;
IDB;2019;560005035;34;560005746;53;56;14;1;362;PUB9;1;0;;0;0;26561334900033;GHBS USLD KERBERNES;;;LD;KERBERNES;;;56270;PLOEMEUR;56162;;
IDB;2019;560005068;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;26560005600047;HOP DE JOUR INFANTO CMP CATTP AURAY;;27;R;PIERRE DE COUBERTIN;;;56400;AURAY;56007;;
IDB;2019;560005308;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;;HOP DE JOUR CMP KER HEOL;;97;R;DE BELGIQUE;;;56100;LORIENT;56121;;
IDB;2019;560005316;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;26560026200058;HOP DE JOUR CMP CATTP PORT LOUIS;;;RTE;DE LA CITADELLE;;;56290;PORT LOUIS;56181;;
IDB;2019;560005324;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;26560026200025;CMP/CATTP ADULTES ET ENFANTS;;;PL;DES HALLES;ANNEXE DE LA MAIRIE;;56320;LE FAOUET;56057;;
IDB;2019;560005746;02;;53;56;14;1;355;;1;0;;2;1;;GROUPE HOSPITALIER BRETAGNE SUD;;;;DE CHOISEUL;;BP 12333;56322;LORIENT CEDEX;56121;0297069090;
IDB;2019;560006637;34;560005746;53;56;14;1;362;PUB9;1;0;;0;0;26560007200028;GHBS USLD RIANTEC;;;;;;KERDURAND;56670;RIANTEC;56193;;
IDB;2019;560006785;34;560023210;53;56;14;1;362;PUB9;1;0;;0;0;26561337200142;CTRE LONG SEJOUR LE PRATEL CHBA AURAY;;2;R;DU PRATEL;;;56400;AURAY;56007;;
IDB;2019;560009086;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;26560005600120;HOP DE JOUR CMP CATTP TY NEHUE;;3;R;DU STADE;;;56190;MUZILLAC;56143;;
IDB;2019;560009615;34;560014748;53;56;14;1;362;PUB9;1;0;;0;0;26561343000072;CHCB SITE USLD PONTIVY;RESIDENCE JEANNE DE KERVENOAEL;10;AV;DES OTAGES;;;56306;PONTIVY CEDEX;56178;;
IDB;2019;560009623;34;560023210;53;56;14;1;362;PUB9;1;0;;0;0;26561337200043;CTRE DE LONG SEJOUR DU LAC CHBA VANNES;;20;BD;GENERAL M GUILLAUDOT;;BP 70555;56017;VANNES CEDEX;56260;;
IDB;2019;560009631;34;560005746;53;56;14;1;362;PUB9;1;0;;0;0;26561334900025;GHBS USLD KERLIVIO;;;R;FRANCOIS LE VOUEDEC;;;56700;HENNEBONT;56083;;
IDB;2019;560011884;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;26560005600294;HJ ADDICTOLOGIE AURAY SITE CHBA;;;R;DU PRATEL;;;56400;AURAY;56007;;
IDB;2019;560012163;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;26560026200074;HOP DE JOUR CMP CATTP ENFANTS KERAMON;;;RTE;DE CALAN;KERAMONT;;56240;PLOUAY;56166;;
IDB;2019;560014029;35;220017974;53;56;60;3;292;PNL3;6;1;;0;0;;HOP DE JOUR CENTRE BENOIT PIERRE;;;AV;DES OTAGES;;;56300;PONTIVY;56178;;
IDB;2019;560014748;02;;53;56;14;1;355;;1;0;;1;1;;CH DU CENTRE BRETAGNE;;;;KÉRIO;;BP 70023;56920;NOYAL PONTIVY;56151;0297790000;
IDB;2019;560016149;35;220017974;53;56;60;3;292;PNL3;6;1;;0;0;;CMP CATTP ENFANTS ADOS PONTIVY;;7;R;D'IENA;;;56300;PONTIVY;56178;;
IDB;2019;560016198;35;220017974;53;56;60;3;292;PNL3;6;1;;0;0;;CMP CATTP ENFANTS ADOS GOURIN;;44;R;JEAN LOUIS KERGARAVAT;;;56110;GOURIN;56066;;
IDB;2019;560016248;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;;HOP DE JOUR CMP CATTP KER NEVEZ;;25;R;NEUVE;;;56240;PLOUAY;56166;;
IDB;2019;560016289;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;;CMP/CATTP INFANTO-JUVENILE;;14;R;FRANCOIS ROBIN;;;56100;LORIENT;56121;;
IDB;2019;560016339;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;;HOP DE JOUR CMP CATTP PIERRE THALBOT;;26;R;DE LALUMEC;;;56700;HENNEBONT;56083;;
IDB;2019;560016388;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;26560026200124;HOP DE JOUR CMP CATTP YVES RACINE;;4;R;JEAN CRAS;;;56100;LORIENT;56121;;
IDB;2019;560016529;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;CMP CATTP ADULTES JOSSELIN;HOPITAL DE JOSSELIN;21;R;SAINT JACQUES;;;56120;JOSSELIN;56091;;
IDB;2019;560016578;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;CMP ADULTES LOCMINE;;2;CITE;DE KERLOUET;;;56500;LOCMINE;56117;;
IDB;2019;560016768;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;26560005600286;CATTP ADULTES VANNES;;8;PL;DE LA REPUBLIQUE;;;56000;VANNES;56260;;
IDB;2019;560016818;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;CATTP VALEMBOIS VANNES;;6;R;DE LA NOUETTE;;;56000;VANNES;56260;;
IDB;2019;560016909;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;CMP CATTP INFANTO-JUVENILE PLOERMEL;;1;PL;DE L'EGLISE;;;56800;PLOERMEL;56165;;
IDB;2019;560017188;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;HOPITAL DE JOUR CMP CATTP -LE TRECH-;;76;FG;DE LA MADELEINE;;;56140;MALESTROIT;56124;;
IDB;2019;560017808;24;560002032;53;56;11;1;366;PUB7;1;0;;0;0;;HOPITAL DE JOUR ATA MOREAC;;;;LE PETIT GOEH ER-VRAN;;;56500;MOREAC;56140;;
IDB;2019;560017998;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;;UNITE MEDICO-PSYCHOLOGIQUE SITE SCORFF;;5;AV;DE CHOISEUL;CHBS;;56100;LORIENT;56121;;
IDB;2019;560018889;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;26560026200132;HOP DE JOUR CMP CATTP FERDINAND THOMAS;;1;R;JEAN MARIE MAURICE;;;56600;LANESTER;56098;;
IDB;2019;560022089;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;26560005600229;CMP INTER VANNES;;;R;CONSTANT REYNIER;;;56000;VANNES;56260;;
IDB;2019;560022139;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;26560005600211;HDJ CMP ADDICTOLIGIE SITE CH PLOERMEL;CENTRE HOSPITALIER;7;R;DU ROI ARTHUR;;;56800;PLOERMEL;56165;;
IDB;2019;560023137;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;;HOP DE JOUR CMP CATTPLOUIS LE GUILLANT;;;AV;DE PRAT ER MOR;;;56600;LANESTER;56098;;
IDB;2019;560023145;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;;HOP DE JOUR CMP CATTP TOUL DOUAR;;;R;FRANCOIS LE VOUEDEC;;;56700;HENNEBONT;56083;;
IDB;2019;560023178;08;;53;56;85;2;698;;0;9;;1;1;;SELARL CENTRE D'ONCOLOGIE ST YVES;;;;DU DR JOSEPH AUDIC;;BP 39;56001;VANNES CEDEX;56260;0297625000;
IDB;2019;560023210;02;;53;56;14;1;355;;1;0;;2;1;;CH BRETAGNE ATLANTIQUE;;;;GENERAL MAURICE GUILLAUDOT;;BP 70555;56017;VANNES CEDEX;56260;0297014141;
IDB;2019;560023756;35;220017974;53;56;60;3;292;PNL3;6;1;;0;0;;CMP CATTP BAUD;;11;RTE;DE LOCMINE;;;56150;BAUD;56010;;
IDB;2019;560023764;35;220017974;53;56;60;3;292;PNL3;6;1;;0;0;;CMP CATTP PONTIVY;;110;R;NATIONALE;;;56300;PONTIVY;56178;;
IDB;2019;560023772;35;220017974;53;56;60;3;292;PNL3;6;1;;0;0;;CMP CATTP GOURIN;;20;R;JEAN LOUIS KERGARAVAT;;;56110;GOURIN;56066;;
IDB;2019;560023780;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;;HOP DE JOUR CMP CATTP BLANQUI;;11;R;BLANQUI;;;56100;LORIENT;56121;;
IDB;2019;560023814;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;;HOP DE JOUR CMP CATTP CENTRE DANVEZ;;;PL;DU CALVAIRE;;;56700;HENNEBONT;56083;;
IDB;2019;560023830;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;HOPITAL DE JOUR CATTP CMP AURAY;;;R;DU GENERAL LA HOULLE;;LE GUMENEN;56400;AURAY;56007;;
IDB;2019;560023996;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;CMP CATTP ADULTES SARZEAU;;18;AV;RAYMOND MARCELIN;;;56370;SARZEAU;56240;;
IDB;2019;560024002;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;CMP CATTP NIVILLAC;;2T;R;DE LA PISCINE;;;56130;NIVILLAC;56147;;
IDB;2019;560024085;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;UH UMP CPPA LIAISONS SITE CHBA;;20;BD;GUILLAUDOT;CH BRETAGNE ATLANTIQUE;;56000;VANNES;56260;;
IDB;2019;560024101;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;26560005600039;HOPITAL JOUR CATTP ADULTES LOCMINE;;14;R;DUGUESCLIN;;;56500;LOCMINE;56117;;
IDB;2019;560024127;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;HOPITAL DE JOUR ADULTE AN AVEL VANNES;;49;R;EUGENE DELACROIX;;;56000;VANNES;56260;;
IDB;2019;560024135;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;CMP CATTP ADULTES QUESTEMBERT;;;PL;DU GENERAL DE GAULLE;;;56230;QUESTEMBERT;56184;;
IDB;2019;560024150;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;26560005600286;HOPITAL DE JOUR CMP ADULTE VANNES EST;;4;R;DE METZ;;;56000;VANNES;56260;;
IDB;2019;560024176;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;26560005600302;HOP DE JOUR CMP CATTP KERNIOL;SITE DU KERNIOL;2;R;FRERES LUMIERE;;;56000;VANNES;56260;;
IDB;2019;560024184;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;HOPITAL DE JOUR CATTP BROCELIANDE;;30;BD;LAENNEC;;;56800;PLOERMEL;56165;;
IDB;2019;560024192;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;CMP CATTP ADULTE CMP ENFANTS LE PALAIS;;;QU;ROUSSEL;;;56360;LE PALAIS;56152;;
IDB;2019;560024200;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;26560005600187;HOP DE JOUR CMP CATTP BEAUPRE;;53;R;BLAISE PASCAL;;;56000;VANNES;56260;;
IDB;2019;560024226;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;26560005600120;HOP DE JOUR CMP CATTP INFANTO MUZILLAC;;32;R;DU HINLY;;;56190;MUZILLAC;56143;;
IDB;2019;560024234;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;CMP CATTP INFANTO LA ROCHE BERNARD;;;R;VALLON ST JULIEN;;;56130;LA ROCHE BERNARD;56195;;
IDB;2019;560024242;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;CMP/CATTP INFANTO-JUVENILE QUESTEMBERT;;13B;R;LEBRUN MALARD;;;56230;QUESTEMBERT;56184;;
IDB;2019;560025942;35;220017974;53;56;60;3;292;PNL3;6;1;;0;0;;UNITE PSYCHIATRIQUE ACTIVE KERIO;;;;KERIO;;;56920;NOYAL PONTIVY;56151;;
IDB;2019;560025975;35;220017974;53;56;60;3;292;PNL3;6;1;;0;0;;HOP DE JOUR CMP CATTP ADDIC PONTIVY;;1;R;JOSEPHINE;;;56300;PONTIVY;56178;;
IDB;2019;560026403;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;APPARTEMENT THÉRAPEUTIQUE A BRIAND;;24;R;ARISTIDE BRIAND;;;56000;VANNES;56260;;
IDB;2019;560026650;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;;UPSM CMP CATTP SITE PLOEMEUR;;;;;;CENTRE PENITENTIAIRE;56270;PLOEMEUR;56162;;
IDB;2019;560026668;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;;CMP ILE DE GROIX;;;;;;ILE DE GROIX;56590;GROIX;56069;;
IDB;2019;560026676;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;;CMP CATTP MAISON DES ADOS LORIENT;;3;BD;DE LA REPUBLIQUE;;;56100;LORIENT;56121;;
IDB;2019;560027013;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;APPART THÉRAPEUTIQUE EPSM MORBIHAN;;37;R;DE L'HOPITAL;;;56890;ST AVE;56206;;
IDB;2019;560027310;24;560002032;53;56;11;1;292;PUB3;1;0;;0;0;;APPART THÉRAPEUTIQUE VANNES;;25;R;MGR TRÉHIOU;;;56000;VANNES;56260;;
IDB;2019;560029365;24;560002677;53;56;11;1;292;PUB3;1;0;;0;0;;APPARTEMENT THERAPEUTIQUE LORIENT;;5;BD;COSMAO DUMANOIR;ENTRÉE B APPARTEMENT 001;;56100;LORIENT;56121;;
IDB;2019;570000034;02;;44;57;11;1;355;;1;0;;1;1;;CRS SAINT LUC;;;;DU MOULIN DE FRANCE;;;57560;ABRESCHVILLER;57003;0387233800;
IDB;2019;570000133;02;;44;57;11;1;292;;1;0;;1;1;;CH DE LORQUIN;;;;DU GENERAL DE GAULLE;;;57790;LORQUIN;57414;0387231415;
IDB;2019;570000141;02;;44;57;11;1;292;;1;0;;1;1;;CHS DE SARREGUEMINES;;;;CALMETTE;;BP 80027;57212;SARREGUEMINES CEDEX;57631;0387279800;
IDB;2019;570000158;02;;44;57;13;1;355;;1;0;;2;1;;CH DE SARREGUEMINES;;;;RENE FRANCOIS-JOLLY;;BP 50025;57211;SARREGUEMINES CEDEX;57631;0387273310;
IDB;2019;570000430;02;;44;57;13;1;355;;1;0;;1;1;;CH LE SECQ DE CREPY DE BOULAY;;;;DE L'HOPITAL;;BP 73;57220;BOULAY;57097;0387794000;
IDB;2019;570000497;02;;44;57;13;1;106;;1;0;;1;1;;HOPITAL -SAINT JACQUES-;;;;DE LOUDREFING;;;57260;DIEUZE;57177;0387050200;
IDB;2019;570000513;02;;44;57;11;1;292;;1;0;;1;1;;CHS DE JURY;;;;;;BP 75088;57073;METZ CEDEX 03;57463;0387563939;
IDB;2019;570001867;34;570011387;44;57;11;1;362;PUB9;1;0;;0;0;26570304100011;USLD CMS DE GORZE;;163;R;DE LA MEUSE;;;57680;GORZE;57254;;
IDB;2019;570002469;24;570000141;44;57;11;1;292;PUB3;1;0;;0;0;26570016100093;HOPITAL DE JOUR ENFANTS VILLA DES PINS;INTERSECTEUR PSYCHIATRIE;9;R;DE GRAEFINTHAL;;;57200;SARREGUEMINES;57631;;
IDB;2019;570002568;24;570000133;44;57;11;1;156;PUB7;1;0;;0;0;;CENTRE MEDICO PSYCHOLOGIQUE REGIONAL;;10;AV;ROBERT SCHUMAN;;;57000;METZ;57463;;
IDB;2019;570002899;24;570000141;44;57;11;1;292;PUB3;1;0;;0;0;26570016100143;CMP CATTP HDJ DE SARREGUEMINES;4EME SECTEUR - 57G13;7;AV;DE LA BLIES;;;57200;SARREGUEMINES;57631;;
IDB;2019;570003129;24;570005165;44;57;14;1;425;PUB7;1;0;;0;0;26570280300403;CATTP ADULTE -VAN GOGH-;;14;PL;DE LA REPUBLIQUE;;;57100;THIONVILLE;57672;;
IDB;2019;570003178;24;570005165;44;57;14;1;101;PUB1;1;0;;0;0;26570280300411;CMP/CATTP POUR ENFANTS HAYANGE;;57;R;MARECHAL FOCH;IMMEUBLE FOCH;;57700;HAYANGE;57306;;
IDB;2019;570004176;24;570000513;44;57;11;1;292;PUB3;1;0;;0;0;26570002100024;CLINIQUE TIVOLI DE METZ;;24;R;DE TIVOLI;;;57070;METZ;57463;;
IDB;2019;570005165;02;;44;57;14;1;101;;1;0;;2;1;;CHR METZ-THIONVILLE;HOPITAL DE MERCY;;;DU CHATEAU;;CS 45001;57000;METZ;57463;0387553131;
IDB;2019;570011163;34;570000430;44;57;13;1;362;PUB9;1;0;;0;0;26570017900046;USLD CH LE SECQ DE CREPY DE BOULAY;;1;R;DE L'HOPITAL;;BP 73;57220;BOULAY;57097;;
IDB;2019;570011205;34;570005165;44;57;14;1;362;PUB9;1;0;;0;0;26570280300445;USLD HOPITAL BEL AIR DE THIONVILLE;;1;R;DE FRISCATY;;;57100;THIONVILLE;57672;;
IDB;2019;570011247;34;570005165;44;57;14;1;362;PUB9;1;0;;0;0;26570280300379;USLD CENTRE FELIX MARECHAL DE METZ;;1;R;XAVIER ROUSSEL;;;57000;METZ;57463;;
IDB;2019;570011387;02;;44;57;11;1;355;;1;0;;1;1;;ETS PUBLIC DEPARTEMENTAL DE SANTE;;;;DE LA MEUSE;CS 90080 GORZE;;57133;ARS SUR MOSELLE CEDEX;57032;0387385300;
IDB;2019;570011783;24;570000133;44;57;11;1;292;PUB3;1;0;;0;0;26570009600109;HOPITAL DE JOUR PERS AGEES DE CREHANGE;;37;CRS;DU 19 NOVEMBRE 1944;VILLA DOMPTAIL;;57690;CREHANGE;57159;;
IDB;2019;570011791;24;570000133;44;57;11;1;292;PUB3;1;0;;0;0;26570009600364;CTRE REHAB JOUR ADULTES DE SARREBOURG;;13;AV;DE FRANCE;;;57400;SARREBOURG;57630;;
IDB;2019;570011809;24;570000133;44;57;11;1;292;PUB3;1;0;;0;0;26570009600307;CMP HDJ ENFANTS DE DIEUZE;;490;CHE;ROYAL;;;57260;DIEUZE;57177;;
IDB;2019;570011817;24;570000133;44;57;11;1;415;PUB7;1;0;;0;0;26570009600059;SERVICE MEDICO-PSYCHOLOGIQUE REGIONAL;;;R;SEULHOTTE;MAISON D'ARRET DE METZ QUEULEU;;57000;METZ;57463;;
IDB;2019;570012005;24;570000133;44;57;11;1;292;PUB3;1;0;;0;0;26570009600042;CMP/HOPITAL DE JOUR ADULTES SARREBOURG;;5;R;ERCKMANN CHATRIAN;;;57400;SARREBOURG;57630;;
IDB;2019;570012807;24;570000133;44;57;11;1;156;PUB7;1;0;;0;0;26570009600067;CMP ADULTES -LES ARCADES- DIEUZE;;181;RTE;DE LOUDREFING;;;57260;DIEUZE;57177;;
IDB;2019;570012898;24;570000513;44;57;11;1;292;PUB3;1;0;;0;0;26570002100289;CMP/CATTP ADULTES METZ;;20;R;GAMBETTA;;;57000;METZ;57463;;
IDB;2019;570012906;24;570000513;44;57;11;1;292;PUB3;1;0;;0;0;26570002100073;CMP-CATTP ADULTES METZ-NORD/CHS JURY;;100;RTE;DE THIONVILLE;;;57050;METZ;57463;;
IDB;2019;570012914;24;570000513;44;57;11;1;292;PUB3;1;0;;0;0;26570002100198;CMP/CATTP ADULTES METZ JURY;;26;R;GUYNEMER;;;57950;MONTIGNY LES METZ;57480;;
IDB;2019;570012930;24;570000513;44;57;11;1;156;PUB7;1;0;;0;0;26570002100156;CMP ADULTES CLOUANGE/CHS JURY;;4;R;DES ROSES;;;57185;CLOUANGE;57143;;
IDB;2019;570012948;24;570000513;44;57;11;1;156;PUB7;1;0;;0;0;26570002100149;CMP ADULTES HAYANGE/CHS JURY;;66;R;DE VERDUN;;;57700;HAYANGE;57306;;
IDB;2019;570012963;24;570000513;44;57;11;1;156;PUB7;1;0;;0;0;26570002100131;CMP ENFANTS HAGONDANGE/CHS JURY;;49;R;DE LA GARE;;;57300;HAGONDANGE;57283;;
IDB;2019;570013011;24;570005165;44;57;14;1;156;PUB7;1;0;;0;0;26570280300312;CENTRE MEDICO PSYCHOLOGIQUE ADULTES;;8;PL;DE LA REPUBLIQUE;;;57100;THIONVILLE;57672;;
IDB;2019;570013029;24;570005165;44;57;14;1;156;PUB7;1;0;;0;0;26570280300320;CENTRE MEDICO PSYCHOLOGIQUE ADULTES;;39;BD;JEANNE D'ARC;;;57100;THIONVILLE;57672;;
IDB;2019;570013037;24;570005165;44;57;14;1;156;PUB7;1;0;;0;0;26570280300494;CENTRE MEDICO PSYCHOLOGIQUE ENFANTS;;;R;DE LA POTERNE;;;57100;THIONVILLE;57672;;
IDB;2019;570013235;24;570000141;44;57;11;1;292;PUB3;1;0;;0;0;26570016100176;CMP ENFANTS DE BITCHE;;69;R;DES AUGUSTINS;;;57230;BITCHE;57089;;
IDB;2019;570013243;24;570000141;44;57;11;1;292;PUB3;1;0;;0;0;26570016100242;CMP CATTP HDJ DE FREYMING;2ÈME SECTEUR - 57G11;16;R;DES HOUILLERES;;;57800;FREYMING MERLEBACH;57240;;
IDB;2019;570013250;24;570000141;44;57;11;1;292;PUB3;1;0;;0;0;26570016100192;CMP CATTP HDJ DE FORBACH;3ÈME SECTEUR - 57G12;2;R;DE LA CARTONNERIE ADT;;;57600;FORBACH;57227;;
IDB;2019;570013268;24;570000141;44;57;11;1;292;PUB3;1;0;;0;0;26570016100200;CMP/CATTP POUR ENFANTS;INTERSECTEUR DE PSYCHIATRIE;10;R;MARECHAL FOCH;;;57200;SARREGUEMINES;57631;;
IDB;2019;570013276;24;570000141;44;57;11;1;292;PUB3;1;0;;0;0;26570016100226;CMP CATTP HDJ ADULTES DE BITCHE;;1B;R;DE LEBACH;;;57230;BITCHE;57089;;
IDB;2019;570013367;34;570000141;44;57;11;1;362;PUB9;1;0;;0;0;26570016100085;USLD CHS DE SARREGUEMINES;;1;R;CALMETTE;PAVILLON -LES MYOSOTIS-;BP 10629;57206;SARREGUEMINES CEDEX;57631;;
IDB;2019;570013797;06;;44;57;62;3;899;;6;0;;1;1;;ASSOCIATION SAINT ANDRE (ASA);SITE HOP R. SCHUMAN;;;SAINT ANDRE;SITE HOPITAL ROBERT SCHUMAN;;57645;NOUILLY;57512;0355001525;
IDB;2019;570013813;24;570000513;44;57;11;1;292;PUB3;1;0;;0;0;26570002100164;HOPITAL DE JOUR ENFANTS DE MAIZIERES;;19;RTE;DE MARANGE;VILLA DES ROSES;;57280;MAIZIERES LES METZ;57433;;
IDB;2019;570013888;39;750050759;44;57;41;3;362;PNL9;6;1;4;0;0;77568531600504;USLD CMSC DE CHARLEVILLE SOUS BOIS;;;RTE;DE GONDREVILLE;;;57220;CHARLEVILLE SOUS BOIS;57128;0387791352;
IDB;2019;570014407;24;570000133;44;57;11;1;292;PUB3;1;0;;0;0;26570009600133;HOPITAL DE JOUR ADULTES DE SAINT-AVOLD;;41;BD;DE LORRAINE;;;57500;ST AVOLD;57606;;
IDB;2019;570014415;24;570000133;44;57;11;1;292;PUB3;1;0;;0;0;26570009600141;CMP HDJ ENFANTS DE SAINT-AVOLD;;31;R;MANGIN;;;57500;ST AVOLD;57606;;
IDB;2019;570014423;24;570000133;44;57;11;1;156;PUB7;1;0;;0;0;26570009600158;CMP ADULTES ST AVOLD;;21;R;DES AMERICAINS;;;57500;ST AVOLD;57606;;
IDB;2019;570014431;24;570000133;44;57;11;1;156;PUB7;1;0;;0;0;26570009600166;CMP ADULTES CREUTZWALD;;4;PL;DES VERRIERS;RESIDENCE LES CYTISES;;57150;CREUTZWALD;57160;;
IDB;2019;570014449;24;570000133;44;57;11;1;156;PUB7;1;0;;0;0;26570009600174;CMP ADULTES SARREBOURG;;7;R;ERCKMANN CHATRIAN;;;57400;SARREBOURG;57630;;
IDB;2019;570014456;24;570000133;44;57;11;1;156;PUB7;1;0;;0;0;26570009600182;CMP ADULTES FAULQUEMONT;;1;R;DE L'HOTEL DE VILLE;;;57380;FAULQUEMONT;57209;;
IDB;2019;570014464;24;570000133;44;57;11;1;156;PUB7;1;0;;0;0;26570009600190;CMP ENFANTS/CMP-CATTP ADULTES MORHANGE;;15;R;POINCARE;;;57340;MORHANGE;57483;;
IDB;2019;570014472;24;570000133;44;57;11;1;292;PUB3;1;0;;0;0;26570009600372;CMP HDJ ENFANTS DE SARREBOURG;;4;R;DE L'AUVERGNE;;;57400;SARREBOURG;57630;;
IDB;2019;570014522;24;570000133;44;57;11;1;156;PUB7;1;0;;0;0;26570009600257;CMP ADULTES -LIEBAULT- BOULAY;;6;R;DES IMPRIMEURS;;;57220;BOULAY;57097;;
