BOR;AN;FI;FI_EJ;STATUT;HEB_MED;HEB_CHIR;HEB_PERINAT;HEB_PSY;HEB_SSR;HEB_SLD;MED;CHIRAMBU;PSY;RTH;CHIMIO;IRC;IVGAMP;CPP;HAD;SSR;URG;SMURSAMU;BLOC;IMAG;BIO;ANEST;MEDIC;STERIL;DIM;TELEMED;EMSP;DOULEUR;PALIA;MSOCIAL;CARDIO_INT;REA;CHIRCANCER;NEUROCHIR;NEURO_INT;GREFFE;BRULE;CHIRCAR
FILTRE;2019;130001647;130784127;DECLA;1;1;0;0;0;0;1;1;0;1;1;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0
FILTRE;2019;130001647;130784127;INIT;1;1;0;0;0;0;1;1;0;1;1;0;0;0;1;0;0;0;1;;;;;;;;;;;;0;1;1;0;0;1;0;0
FILTRE;2019;130002215;130785512;DECLA;1;1;1;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0
FILTRE;2019;130002215;130785512;INIT;1;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;130002496;130786494;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130002496;130786494;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130002694;130000532;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2019;130002694;130000532;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;130002827;130789274;DECLA;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;1
FILTRE;2019;130002827;130789274;INIT;1;1;1;1;1;0;0;1;1;0;1;0;1;0;0;1;1;1;1;;;;;;;;;;;;0;1;1;0;0;0;0;0
FILTRE;2019;130002835;130789316;DECLA;1;1;1;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;0;0;0
FILTRE;2019;130002835;130789316;INIT;1;1;1;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;1;;;;;;;;;;;;0;1;1;0;0;0;0;0
FILTRE;2019;130008048;130043169;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130008048;130043169;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130008238;130044118;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130008238;130044118;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130008253;130001084;DECLA;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
FILTRE;2019;130008253;130001084;INIT;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2019;130008287;130006810;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130008287;130006810;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130021488;130021439;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;;;;;;;;
FILTRE;2019;130021488;130021439;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130021819;130021769;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130021819;130021769;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130022619;130045339;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130022619;130045339;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130024268;940023591;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130024268;940023591;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130032758;130001514;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;;;;;;;;
FILTRE;2019;130032758;130001514;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130034002;130006562;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2019;130034002;130006562;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130034044;130006562;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2019;130034044;130006562;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130034093;130006562;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130034093;130006562;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130034531;130006562;DECLA;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130034531;130006562;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130034556;130016058;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130034556;130016058;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130034580;130034572;DECLA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130034580;130034572;INIT;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130034614;130006810;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130034614;130006810;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130035223;130001415;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130035223;130001415;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130035793;130013139;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130035793;130013139;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130035959;130006810;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130035959;130006810;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130036650;130016058;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130036650;130016058;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130037922;130037823;DECLA;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0
FILTRE;2019;130037922;130037823;INIT;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;;;;;;;;;;;;0;1;1;0;0;0;0;0
FILTRE;2019;130038003;130029218;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130038003;130029218;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130038045;130006562;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130038045;130006562;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130041767;130041262;DECLA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0
FILTRE;2019;130041767;130041262;INIT;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;1;0;0;0;0;0;0;0
FILTRE;2019;130042096;130042062;DECLA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
FILTRE;2019;130042096;130042062;INIT;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;1;0;0;0;0;0;0;0
FILTRE;2019;130042526;310021399;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130042526;310021399;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130043318;130043300;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130043318;130043300;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130043508;250002284;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130043508;250002284;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130043664;130002157;DECLA;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;1;0;1;0;1;0;0;1;1;0;0;0;0;0
FILTRE;2019;130043664;130002157;INIT;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;;;;;;;;;;;;0;1;1;0;0;0;0;0
FILTRE;2019;130043854;130037815;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130043854;130037815;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130044662;920030913;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130044662;920030913;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130044753;130810336;DECLA;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
FILTRE;2019;130044753;130810336;INIT;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2019;130044845;130016058;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130044845;130016058;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130044977;130786049;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130044977;130786049;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130044985;130786049;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130044985;130786049;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130044993;130786049;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130044993;130786049;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130045008;130786049;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130045008;130786049;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130045016;130786049;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130045016;130786049;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130045040;130786049;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130045040;130786049;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130045263;130007487;DECLA;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
FILTRE;2019;130045263;130007487;INIT;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;130046097;130000557;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130046097;130000557;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130048341;130001852;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130048341;130001852;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130780083;130000060;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;;;;;;;;
FILTRE;2019;130780083;130000060;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130780273;130000151;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130780273;130000151;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130780521;130786049;DECLA;1;1;1;1;1;0;1;1;0;1;1;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1
FILTRE;2019;130780521;130786049;INIT;1;1;1;0;1;0;1;1;0;1;1;0;1;0;0;0;1;1;1;;;;;;;;;;;;1;1;1;1;0;1;0;0
FILTRE;2019;130781065;130000417;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130781065;130000417;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130781255;220020739;DECLA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0
FILTRE;2019;130781255;220020739;INIT;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;130781289;130002447;DECLA;1;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0
FILTRE;2019;130781289;130002447;INIT;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2019;130781370;130000532;DECLA;1;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0
FILTRE;2019;130781370;130000532;INIT;1;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2019;130781438;130000557;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130781438;130000557;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130781479;130000599;DECLA;1;1;1;0;1;0;1;1;1;0;1;0;1;0;0;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0
FILTRE;2019;130781479;130000599;INIT;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;1;1;0;1;;;;;;;;;;;;1;1;1;0;0;0;0;0
FILTRE;2019;130781594;130010648;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130781594;130010648;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130781768;130000763;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130781768;130000763;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130781834;130000805;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130781834;130000805;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130781867;130000813;DECLA;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2019;130781867;130000813;INIT;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;130781917;130000847;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130781917;130000847;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130781925;920030269;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;;;;;;;;
FILTRE;2019;130781925;920030269;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130782071;130002454;DECLA;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
FILTRE;2019;130782071;130002454;INIT;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;130782097;130000938;DECLA;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;;;;;;;;
FILTRE;2019;130782097;130000938;INIT;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130782147;130000979;DECLA;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0
FILTRE;2019;130782147;130000979;INIT;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;;;;;;;;;;;;1;0;1;0;0;0;0;0
FILTRE;2019;130782162;130000987;DECLA;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0
FILTRE;2019;130782162;130000987;INIT;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2019;130782303;750056335;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130782303;750056335;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130782444;130001100;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;
FILTRE;2019;130782444;130001100;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130782451;130001118;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;;;;;;;;
FILTRE;2019;130782451;130001118;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130782493;330050899;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2019;130782493;330050899;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130782675;130001233;DECLA;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
FILTRE;2019;130782675;130001233;INIT;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2019;130783152;130001365;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0
FILTRE;2019;130783152;130001365;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;130783236;130786049;DECLA;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;0;0;1;1;0
FILTRE;2019;130783236;130786049;INIT;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;0;0;0;1;;;;;;;;;;;;0;1;1;0;0;1;1;0
FILTRE;2019;130783293;130786049;DECLA;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
FILTRE;2019;130783293;130786049;INIT;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;1;1;;;;;;;;;;;;1;1;1;1;1;1;0;1
FILTRE;2019;130783327;130001415;DECLA;1;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;1;0;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0
FILTRE;2019;130783327;130001415;INIT;1;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;;;;;;;;;;;;0;1;1;0;0;0;0;0
FILTRE;2019;130783475;690795331;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;;;;;;;;
FILTRE;2019;130783475;690795331;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
FILTRE;2019;130783665;130043722;DECLA;1;1;1;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0
FILTRE;2019;130783665;130043722;INIT;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2019;130783723;130001456;DECLA;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
FILTRE;2019;130783723;130001456;INIT;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;0;0;1;0;0;0;0;0
